name,A-1,A-2,A-3,B-1,"B-1,2",B-2,"B-1,2/BCC","B-1,2/BCV",C-1,C-1/D,C-2,C-3,D,D-CREW,E-1,E-2,E-3,E-3D,E-3R,F-1,F-2,F-3,G-1,G-2,G-3,G-4,G-5,H-1A,H-1B,H-1B1,H-1C,H-2A,H-2B,H-2R,H-3,H-4,I,J-1,J-2,K-1,K-2,K-3,K-4,L-1,L-2,M-1,M-2,M-3,NATO-1,NATO-2,NATO-3,NATO-4,NATO-5,NATO-6,NATO-7,N-8,N-9,O-1,O-2,O-3,P-1,P-2,P-3,P-4,Q-1,Q-2,Q-3,R-1,R-2,S-5,S-6,S-7,TN,TD,T-1,T-2,T-3,T-4,T-5,U-1,U-2,U-3,U-4,V-1,V-2,V-3,Grand Total,U-5,E-2C,CW-1,CW-2,Year,latitude,longitude
Turkey,137,695,9,140,28537,3390,0,0,81,1053,0,14,149,0,49,79,0,0,0,5809,343,0,29,44,0,96,5,0,1611,0,0,0,9,0,3,488,87,2647,482,73,5,5,1,167,159,16,4,0,1,280,0,11,0,9,0,0,0,56,2,20,17,0,60,0,0,0,0,12,22,0,0,0,0,2,0,0,0,0,0,0,0,0,0,25,13,19,46965,,,,,2002,38.963745,35.243322
Turkmenistan,4,12,0,26,179,19,0,0,3,0,0,0,0,0,0,0,0,0,0,58,0,0,4,4,0,5,0,0,4,0,0,0,0,0,0,8,0,157,7,6,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,504,,,,,2002,38.969719,59.556278
Ukraine,70,482,4,1842,3519,4676,0,0,94,3144,0,7,99,0,1,6,0,0,0,523,69,0,48,102,0,74,0,0,399,0,0,0,19,0,0,477,57,2888,221,1388,590,26,12,37,30,1,1,0,0,2,0,0,0,0,0,0,0,30,3,13,149,0,282,8,2,0,0,54,23,0,0,0,0,3,0,0,0,0,0,0,0,0,0,34,51,0,21560,,,,,2002,48.379433,31.16558
Uzbekistan,40,270,0,6,2506,20,0,0,7,102,0,0,1,0,0,0,0,0,0,214,17,0,4,32,0,35,4,0,41,0,0,0,0,0,0,53,15,414,44,49,18,4,2,11,21,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,4,0,2,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3956,,,,,2002,41.377491,64.585262
Vatican City,6,33,0,1,13,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,,,,,2002,41.902916,12.453389
Antigua and Barbuda,2,10,0,8,1903,863,0,0,4,7,0,0,2,0,0,0,0,0,0,91,3,0,1,0,0,4,1,0,17,0,0,0,9,0,0,1,0,16,0,1,1,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2962,,,,,2002,17.060816,-61.796428
"Bahamas, The",15,281,0,7,11046,747,0,0,6,98,0,10,35,0,0,0,0,0,0,1559,44,0,3,4,0,17,0,0,148,0,0,0,3,0,1,28,1,25,4,7,0,0,0,18,11,170,5,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14317,,,,,2002,25.03428,-77.39628
Barbados,26,168,0,29,5417,2699,0,0,30,51,0,0,1,0,0,0,0,0,0,232,9,0,3,1,0,37,2,0,85,0,0,0,35,0,0,25,1,51,8,7,0,0,0,9,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,1,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,8979,,,,,2002,13.193887,-59.543198
Belize,6,44,1,39,3748,2327,0,0,143,19,0,90,0,0,0,0,0,0,0,249,20,0,2,1,0,8,0,0,35,0,0,3,69,0,0,16,0,26,2,7,5,4,2,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,6890,,,,,2002,17.189877,-88.49765
Canada,233,132,5,21,557,6,0,0,10,86,0,0,3,0,300,1071,0,0,0,194,16,0,40,19,3,638,1,0,80,0,0,4,24,0,0,100,649,73,22,1133,171,158,39,85,157,4,0,0,4,646,0,4,0,11,0,0,0,12,10,2,30,0,6,0,0,0,0,13,2,0,0,0,13,7,0,0,0,0,0,0,0,0,0,50,20,23,6887,,,,,2002,56.130366,-106.346771
Costa Rica,59,198,1,214,33643,253,0,0,911,748,0,91,18,0,11,12,0,0,0,407,48,0,14,8,0,71,6,0,161,0,0,2,366,0,13,98,51,515,93,60,24,20,8,122,125,7,0,0,0,0,0,0,0,0,0,1,0,7,0,8,22,0,1,0,1,0,0,58,45,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,3,38530,,,,,2002,9.748917,-83.753428
Cuba,99,84,3,1882,2090,15706,0,0,71,5,0,4,3,0,0,1,0,0,0,17,1,0,100,139,0,57,1,0,13,0,0,0,7,0,0,13,7,43,7,253,62,72,21,3,4,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,189,10,276,0,0,0,0,3,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,208,187,159,21822,,,,,2002,21.521757,-77.781167
Dominica,1,15,0,12,675,363,0,0,14,49,0,0,0,0,0,1,0,0,0,139,7,0,1,1,0,2,1,0,30,0,0,0,29,0,0,7,0,17,3,4,0,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,10,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,4,1419,,,,,2002,15.414999,-61.370976
Dominican Republic,44,705,25,1352,38677,449,0,0,93,130,0,144,21,0,0,6,0,0,0,580,7,0,16,37,0,24,37,0,138,0,0,12,756,0,1,154,174,575,29,491,90,168,47,29,47,6,0,0,0,0,0,0,0,0,0,0,0,5,0,3,537,0,24,62,0,0,0,86,92,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1167,1612,385,49038,,,,,2002,18.735693,-70.162651
El Salvador,34,303,12,79,45942,8630,0,0,464,297,0,75,2,0,0,3,0,0,0,261,9,0,10,9,3,41,11,0,61,0,0,9,262,0,0,45,22,204,22,86,18,47,17,36,59,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,175,0,0,0,0,0,0,45,41,0,0,0,0,1,0,0,0,0,0,0,0,0,0,136,383,150,58012,,,,,2002,13.794185,-88.89653
Grenada,5,24,0,10,1000,536,0,0,9,107,0,0,0,0,0,0,0,0,0,88,0,0,3,0,0,5,1,0,24,0,0,0,35,0,0,7,0,20,1,3,1,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,1905,,,,,2002,12.262776,-61.604171
Guatemala,46,244,16,182,35420,819,0,0,301,159,0,109,8,0,0,0,0,0,0,372,22,0,14,22,0,41,8,0,110,0,0,0,3018,0,0,72,29,267,24,50,13,37,24,41,59,19,1,0,0,0,0,0,0,0,0,0,0,3,1,0,36,0,0,0,0,0,0,55,50,0,0,0,0,1,0,0,0,0,0,0,0,0,0,45,160,1,41899,,,,,2002,15.783471,-90.230759
Haiti,22,38,5,230,15409,3210,0,0,271,144,0,73,93,0,0,1,0,0,0,243,6,0,9,15,0,79,12,0,23,0,0,0,10,0,0,8,9,169,5,177,26,91,44,4,9,7,2,0,0,0,0,0,0,0,0,1,0,1,0,0,36,0,171,0,0,0,0,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,437,999,180,22297,,,,,2002,18.971187,-72.285215
Honduras,55,179,19,100,25533,149,0,0,414,1529,0,17,17,0,16,4,0,0,0,415,22,0,12,8,0,32,14,0,94,0,0,1,970,0,1,50,2,180,3,106,32,46,17,20,38,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,67,0,0,0,0,0,0,14,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,161,38,30434,,,,,2002,15.199999,-86.241905
Jamaica,30,301,6,92,28622,260,0,0,133,909,0,6,0,0,1,19,0,0,0,1509,112,0,20,13,0,89,7,0,322,0,0,46,8716,0,0,123,27,1057,318,340,50,88,22,50,48,34,1,0,0,0,0,0,0,0,0,0,0,18,97,6,392,0,257,4,6,0,0,25,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303,335,161,44991,,,,,2002,18.109581,-77.297508
Mexico,455,1062,92,8410,22377,8065,1399819,0,868,2760,4,6,412,0,340,774,0,0,0,8074,567,0,109,11,0,469,43,0,2990,0,0,29006,38789,0,17,2496,673,3948,865,1267,245,511,289,2020,2815,187,7,0,1,3,0,0,0,0,0,0,0,219,131,95,5487,3,221,95,103,0,0,1033,300,0,0,0,686,414,0,0,0,0,0,0,0,0,0,8941,8790,15310,1582674,,,,,2002,23.634501,-102.552784
Nicaragua,27,140,9,339,9539,551,0,0,311,742,0,57,1,0,0,0,0,0,0,169,6,0,21,11,1,23,9,0,26,0,0,27,166,0,0,15,9,120,23,64,10,11,9,6,8,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,21,0,4,0,0,0,0,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,41,1,12548,,,,,2002,12.865416,-85.207229
Panama,27,470,5,210,12256,1205,0,0,500,256,0,270,131,0,0,9,0,0,0,627,11,0,18,19,0,34,1,0,144,0,0,6,82,0,2,58,23,180,22,50,8,15,5,38,31,8,0,0,0,0,0,0,0,0,0,0,0,9,0,0,21,0,0,2,0,0,0,16,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,26,1,16818,,,,,2002,8.537981,-80.782127
Saint Kitts and Nevis,3,16,0,4,799,363,0,0,6,8,0,0,0,0,0,0,0,0,0,101,6,0,2,0,0,4,0,0,16,0,0,0,1,0,0,0,0,5,0,2,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1344,,,,,2002,17.357822,-62.782998
Saint Lucia,15,23,0,23,1589,817,0,0,21,84,0,0,0,0,0,0,0,0,0,161,5,0,12,2,0,3,1,0,14,0,0,0,0,0,1,7,0,24,2,11,4,1,0,7,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,2856,,,,,2002,13.909444,-60.978893
Saint Vincent and the Grenadines,5,23,0,32,1054,466,0,0,7,674,0,1,1,0,0,1,0,0,0,92,1,0,0,0,0,4,0,0,8,0,0,0,1,0,0,3,0,11,0,4,1,2,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,2415,,,,,2002,12.984305,-61.287228
Trinidad and Tobago,25,204,0,110,26828,1690,0,0,119,808,0,38,1,0,1,7,0,0,0,1048,35,0,17,9,0,91,2,0,297,0,0,0,7,0,3,92,3,185,32,23,9,4,6,66,50,41,0,0,0,0,0,0,0,0,0,0,0,5,0,0,279,0,107,0,0,0,0,19,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,51,16,32353,,,,,2002,10.691803,-61.222503
Australia,144,3689,4,134,5587,453,0,0,29,1927,0,8,29,0,37,429,0,0,0,1145,40,0,33,9,0,219,3,0,1814,0,0,102,964,0,26,1031,340,6342,432,319,37,17,3,1301,1316,41,2,0,0,1,0,0,0,0,0,0,3,289,45,56,398,1,29,18,6,0,0,204,58,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,4,1,29133,,,,,2002,-25.274398,133.775136
Fiji,19,34,5,32,2272,68,0,0,193,62,0,5,0,0,0,0,0,0,0,61,3,0,6,4,0,15,1,0,6,0,0,0,1,0,2,8,0,19,0,5,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,23,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,2,2892,,,,,2002,-16.578193,179.414413
Kiribati,7,6,3,28,124,18,0,0,49,492,0,2,0,0,0,0,0,0,0,11,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,748,,,,,2002,-3.370417,-168.734039
Marshall Islands,6,0,0,6,14,7,0,0,17,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,,,,,2002,7.131474,171.184478
"Micronesia, Federated States of",4,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,,,,,2002,7.425554,150.550812
Nauru,0,4,1,0,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,,,,,2002,-0.522778,166.931503
New Zealand,17,405,3,152,1658,102,0,0,16,582,0,281,3,0,1,2,0,0,0,352,32,0,16,5,0,69,3,0,494,0,0,314,481,0,7,308,106,2515,104,68,10,6,3,307,261,8,0,0,0,1,0,0,0,0,0,0,0,65,21,9,60,0,31,9,1,0,0,114,8,0,0,0,0,11,0,0,0,0,0,0,0,0,0,1,0,0,9022,,,,,2002,-40.900557,174.885971
Palau,11,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,,,,,2002,7.51498,134.58252
Papua New Guinea,9,41,1,109,31,130,0,0,76,0,0,39,30,0,0,0,0,0,0,14,7,0,16,12,0,15,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,543,,,,,2002,-6.314993,143.95555
Samoa,1,21,0,34,1731,81,0,0,91,47,0,10,1,0,0,0,0,0,0,43,4,0,1,4,0,2,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,78,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2163,,,,,2002,-13.759029,-172.104629
Solomon Islands,5,12,0,13,28,10,0,0,6,3,0,0,1,0,0,0,0,0,0,3,0,0,6,11,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,,,,,2002,-9.64571,160.156194
Tonga,8,108,7,3,1496,69,0,0,27,2,0,2,0,0,0,0,0,0,0,29,0,0,0,2,0,5,0,0,1,0,0,0,0,0,0,1,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1869,,,,,2002,-21.178986,-175.198242
Tuvalu,8,4,0,1,40,2,0,0,1,216,0,2,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,,,,,2002,-7.109535,177.64933
Vanuatu,0,11,0,4,28,2,0,0,5,0,0,7,0,0,0,0,0,0,0,3,0,0,0,8,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,,,,,2002,-15.376706,166.959158
Argentina,113,1021,18,469,73353,646,0,0,184,558,0,42,6,0,120,309,0,0,0,1885,286,0,30,60,0,411,15,0,1644,0,0,6,193,0,22,1547,270,2209,481,77,11,4,2,1098,1647,29,0,0,0,1,0,0,0,0,0,0,0,182,27,117,590,5,66,109,2,0,0,332,273,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,90474,,,,,2002,-38.416097,-63.616672
Bolivia,47,427,7,23,7010,79,0,0,303,60,0,41,1,0,27,2,0,0,0,405,37,0,28,32,0,195,21,0,117,0,0,0,3,0,0,67,8,225,20,39,10,7,4,21,38,4,0,0,0,0,0,0,0,0,0,0,0,6,0,5,18,0,6,4,0,0,0,30,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,4,9408,,,,,2002,-16.290154,-63.588653
Brazil,167,2437,97,2684,20112,75119,0,0,495,0,0,174,1025,0,4,27,0,0,0,8335,584,0,67,52,0,767,73,0,2155,0,0,20,604,0,20,1356,306,6327,857,287,44,15,5,1476,1948,80,3,0,0,1,0,0,0,0,0,1,0,286,50,81,489,0,228,31,10,0,0,349,314,0,0,0,0,12,0,0,0,0,0,0,0,0,0,14,17,0,129605,,,,,2002,-14.235004,-51.92528
Chile,113,1276,21,355,37324,277,0,0,478,1568,0,140,5,0,1,0,0,0,0,976,238,0,66,36,1,144,41,0,308,0,0,57,139,0,4,307,151,1058,246,40,5,4,1,164,332,8,0,0,0,0,0,0,0,0,0,0,0,27,13,12,72,1,4,10,0,0,0,98,17,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,46144,,,,,2002,-35.675147,-71.542969
Colombia,138,1770,35,1656,151894,7166,0,0,1743,1459,0,16,3,0,58,200,0,0,0,3219,255,0,38,12,0,318,46,0,1939,0,0,0,279,0,11,1503,273,2974,255,894,304,100,53,904,1593,42,2,0,0,0,0,0,0,0,0,1,0,73,21,59,697,1,34,57,1,0,0,250,87,0,0,0,0,9,0,0,0,0,0,0,0,0,0,93,179,7,182721,,,,,2002,4.570868,-74.297333
Ecuador,91,1086,25,597,68504,738,0,0,630,230,0,65,60,0,2,21,0,0,0,1201,80,0,34,9,0,115,38,0,335,0,0,7,52,0,1,286,95,1060,141,170,26,66,21,123,217,9,0,0,0,0,0,0,0,0,0,0,0,6,2,5,8,0,127,0,0,0,0,55,12,0,0,0,0,3,0,0,0,0,0,0,0,0,0,161,273,39,76826,,,,,2002,-1.831239,-78.183406
Guyana,3,71,1,30,10788,186,0,0,313,223,0,22,68,0,0,0,0,0,0,158,2,0,1,5,0,42,5,0,125,0,0,0,1,0,0,121,6,21,9,58,27,36,8,8,7,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18,0,1,1,0,0,0,12,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,201,105,132,12821,,,,,2002,4.860416,-58.93018
Paraguay,26,381,10,118,3743,100,0,0,43,5,0,181,0,0,2,2,0,0,0,186,20,0,21,27,0,24,9,0,46,0,0,0,0,0,0,50,10,116,21,8,2,0,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,2,0,1,0,1,0,0,21,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5202,,,,,2002,-23.442503,-58.443832
Peru,124,733,66,669,55648,204,0,0,375,1486,0,31,1,0,2,3,0,0,0,1430,211,0,48,31,0,349,140,0,690,0,0,466,218,0,3,515,181,1982,134,281,74,36,15,160,213,14,1,0,0,0,0,0,0,0,0,0,0,33,3,11,141,11,342,31,6,0,0,159,55,0,0,0,0,7,0,0,0,0,0,0,0,0,0,164,219,91,67807,,,,,2002,-9.189967,-75.015152
Suriname,11,51,0,10,767,716,0,0,41,8,0,47,0,0,5,0,0,0,0,33,0,0,6,12,0,6,0,0,8,0,0,0,0,0,0,2,0,9,0,2,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1743,,,,,2002,3.919305,-56.027783
Uruguay,52,346,6,16,1558,17,0,0,4,132,1,32,5,0,6,0,0,0,0,180,27,0,21,15,0,138,8,0,111,0,0,0,3,0,0,86,55,199,54,6,0,0,0,70,76,1,0,0,0,0,0,0,0,0,0,0,0,14,1,5,14,0,4,2,1,0,0,14,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3295,,,,,2002,-32.522779,-55.765835
Venezuela,105,1338,12,481,74415,200,0,0,298,492,0,41,4,0,3,28,0,0,0,2635,228,0,105,159,0,190,7,0,1500,0,0,0,332,0,5,1498,84,866,289,104,27,28,5,884,1631,32,1,0,0,0,0,0,0,0,0,0,0,97,47,78,471,21,15,91,5,0,0,98,36,0,0,0,0,2,0,0,0,0,0,0,0,0,0,17,16,1,89022,,,,,2002,6.42375,-66.58973
Algeria,28,127,2,885,601,872,0,0,9,0,0,1,26,0,0,0,0,0,0,42,3,0,42,128,0,85,1,0,17,0,0,0,0,0,0,18,18,108,8,24,0,20,4,9,16,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,6,1,3114,,,,,2003,28.033886,1.659626
Angola,96,76,7,639,656,260,0,0,23,18,0,1,31,0,0,1,0,0,0,266,33,0,46,37,0,8,2,0,6,0,0,0,0,0,0,1,5,81,18,1,0,0,0,33,67,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2418,,,,,2003,-11.202692,17.873887
Benin,16,92,1,4,571,37,0,0,5,0,0,2,2,0,0,0,0,0,0,84,1,0,12,2,0,40,8,0,7,0,0,0,0,0,0,0,0,38,3,2,0,2,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,944,,,,,2003,9.30769,2.315834
Botswana,14,89,0,46,395,154,0,0,94,6,0,5,0,0,0,0,0,0,0,94,17,0,4,5,0,3,0,0,11,0,0,0,0,0,0,2,4,69,15,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1048,,,,,2003,-22.328474,24.684866
Burkina Faso,21,29,2,6,738,162,0,0,14,0,0,6,2,0,0,0,0,0,0,157,16,0,14,75,0,75,5,0,16,0,0,0,0,0,0,8,0,30,4,5,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1426,,,,,2003,12.238333,-1.561593
Burundi,22,14,3,2,250,10,0,0,52,0,0,10,0,0,0,0,0,0,0,44,0,0,6,42,0,64,1,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,535,,,,,2003,-3.373056,29.918886
Cameroon,37,211,5,28,4568,1404,0,0,18,1,0,4,0,0,0,6,0,0,0,583,42,0,25,83,0,122,15,0,64,0,0,0,1,0,0,26,17,128,31,30,5,23,4,15,12,2,0,0,0,0,0,0,0,0,0,0,0,2,1,1,3,0,10,2,1,0,0,23,19,0,0,0,0,2,0,0,0,0,0,0,0,0,0,9,47,4,7634,,,,,2003,7.369722,12.354722
Cape Verde,2,14,2,16,947,236,0,0,8,45,0,2,0,0,0,0,0,0,0,20,1,0,4,12,0,2,1,0,1,0,0,0,0,0,0,2,0,43,0,28,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,45,15,1483,,,,,2003,16.002082,-24.013197
Central African Republic,10,7,1,0,61,5,0,0,1,1,0,0,0,0,0,0,0,0,0,19,2,0,1,25,0,7,0,0,2,0,0,0,0,0,0,4,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,,,,,2003,6.611111,20.939444
Chad,12,52,0,10,172,128,0,0,1,0,0,0,0,0,0,0,0,0,0,84,0,0,6,21,0,20,0,0,3,0,0,0,0,0,0,1,0,77,6,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,603,,,,,2003,15.454166,18.732207
Comoros,3,3,0,3,10,3,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,5,24,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,,,,,2003,-11.875001,43.872219
"Congo, Rep. of the (Congo Brazzaville)",65,94,1,48,299,97,0,0,1,0,0,3,0,0,0,0,0,0,0,30,2,0,27,72,0,28,1,0,2,0,0,0,0,0,0,1,0,9,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,786,,,,,2003,-0.228021,15.827659
"Congo, Dem. Rep. of the (Congo Kinshasa)",32,70,0,70,1243,136,0,0,25,12,0,1,0,0,0,0,0,0,0,127,8,0,14,99,0,154,1,0,20,0,0,0,0,0,0,3,3,51,1,11,1,10,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,23,0,0,0,0,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,2151,,,,,2003,-4.038333,21.758664
Cote d'Ivoire,25,45,2,5,1838,47,0,0,12,0,0,8,0,0,0,0,0,0,0,182,14,0,21,54,0,82,4,0,24,0,0,0,1,0,1,3,4,62,8,12,4,8,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,1,0,0,0,7,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,4,0,2495,,,,,2003,7.539989,-5.54708
