name,A-1,A-2,A-3,B-1,"B-1,2",B-2,"B-1,2/BCC","B-1,2/BCV",C-1,C-1/D,C-2,C-3,D,D-CREW,E-1,E-2,E-3,E-3D,E-3R,F-1,F-2,F-3,G-1,G-2,G-3,G-4,G-5,H-1A,H-1B,H-1B1,H-1C,H-2A,H-2B,H-2R,H-3,H-4,I,J-1,J-2,K-1,K-2,K-3,K-4,L-1,L-2,M-1,M-2,M-3,NATO-1,NATO-2,NATO-3,NATO-4,NATO-5,NATO-6,NATO-7,N-8,N-9,O-1,O-2,O-3,P-1,P-2,P-3,P-4,Q-1,Q-2,Q-3,R-1,R-2,S-5,S-6,S-7,TN,TD,T-1,T-2,T-3,T-4,T-5,U-1,U-2,U-3,U-4,V-1,V-2,V-3,Grand Total,U-5,E-2C,CW-1,CW-2,Year,latitude,longitude
Uzbekistan,27,335,0,38,2234,28,0,0,12,131,0,0,0,0,2,0,0,0,0,188,10,0,10,10,0,24,1,0,39,0,0,2,37,0,0,52,23,576,44,44,14,28,11,2,3,5,0,0,0,0,0,0,0,0,0,0,0,3,6,0,8,0,0,0,3,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,3957,,,,,2003,41.377491,64.585262
Vatican City,5,18,0,0,8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,,,,,2003,41.902916,12.453389
Antigua and Barbuda,1,7,0,3,2911,655,0,0,15,16,0,0,0,0,0,0,0,0,0,91,6,0,1,0,0,8,0,0,17,0,0,0,8,0,0,4,0,26,0,3,0,2,0,2,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,3795,,,,,2003,17.060816,-61.796428
"Bahamas, The",22,103,1,5,8245,1321,0,0,37,155,0,34,4,0,0,0,0,0,0,1238,47,0,7,2,0,10,0,0,159,0,0,0,2,0,0,24,0,32,5,2,0,4,1,23,10,90,1,0,0,0,0,0,0,0,0,0,0,2,0,0,8,0,0,0,0,0,0,6,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,11609,,,,,2003,25.03428,-77.39628
Barbados,34,66,1,12,9487,1708,0,0,99,71,0,1,0,0,0,0,0,0,0,237,4,0,4,2,0,17,1,0,87,0,0,0,47,0,0,30,1,56,12,1,0,3,0,4,6,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,45,0,2,0,0,0,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,12063,,,,,2003,13.193887,-59.543198
Belize,14,40,0,3,3481,2181,0,0,162,27,0,45,0,0,0,0,0,0,0,224,11,0,3,10,0,14,0,0,26,0,0,2,73,0,0,11,0,30,8,6,3,1,0,2,3,8,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,6413,,,,,2003,17.189877,-88.49765
Canada,150,132,1,18,134,3,0,0,10,27,0,2,3,0,155,965,0,0,0,168,8,0,25,15,2,608,1,0,58,0,0,3,18,0,0,55,25,69,29,890,142,539,123,76,109,1,0,0,0,722,0,3,0,6,0,0,0,14,14,1,30,1,3,3,0,0,0,21,3,0,0,0,8,11,0,0,0,0,0,0,0,0,0,30,5,15,5454,,,,,2003,56.130366,-106.346771
Costa Rica,46,152,9,103,26701,246,0,0,451,645,0,115,0,0,9,4,0,0,0,407,39,0,12,4,0,77,5,0,135,0,0,5,466,0,2,51,58,527,66,43,13,32,24,154,121,4,0,0,0,0,0,0,0,0,0,0,0,6,0,4,13,0,2,0,0,0,0,53,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,2,30845,,,,,2003,9.748917,-83.753428
Cuba,126,67,0,914,1326,5833,0,0,7,1,2,0,2,0,0,0,0,0,0,13,1,0,141,119,0,82,0,0,6,0,0,0,4,0,0,14,2,26,10,359,122,177,70,3,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,255,3,186,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,110,54,10122,,,,,2003,21.521757,-77.781167
Dominica,7,9,0,10,1412,307,0,0,24,44,0,1,0,0,0,1,0,0,0,116,2,0,0,1,0,5,1,0,15,0,0,0,0,0,0,2,0,20,1,14,2,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,29,1,0,0,2,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,2047,,,,,2003,15.414999,-61.370976
Dominican Republic,36,487,8,300,35857,265,0,0,230,183,0,96,39,0,0,2,0,0,0,507,12,0,12,28,0,42,16,0,141,0,0,7,756,0,1,184,87,670,29,754,138,358,109,48,69,4,0,0,0,0,0,0,0,0,0,0,0,9,2,5,570,1,20,70,0,0,0,74,44,0,0,0,0,1,0,0,0,0,0,0,0,0,0,654,614,613,44152,,,,,2003,18.735693,-70.162651
El Salvador,61,287,15,134,25508,7790,0,0,575,203,0,80,1,0,1,1,0,0,0,270,3,0,9,6,3,44,12,0,71,0,0,8,291,0,0,41,30,174,10,77,12,87,43,30,32,4,1,0,0,0,0,0,0,0,0,0,0,2,0,0,167,0,4,0,0,0,0,39,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,306,103,36636,,,,,2003,13.794185,-88.89653
Grenada,2,17,0,13,2699,472,0,0,22,125,0,1,0,0,0,0,0,0,0,120,2,0,0,0,0,6,1,0,21,0,0,0,22,0,0,4,0,15,1,4,0,1,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3566,,,,,2003,12.262776,-61.604171
Guatemala,36,208,19,194,28063,458,0,0,269,188,0,139,0,0,0,1,0,0,0,358,22,0,11,26,0,44,3,0,112,0,0,17,3119,0,0,75,37,254,28,34,13,70,37,35,60,11,0,0,0,0,0,0,0,0,0,0,0,5,1,0,74,0,0,2,0,0,0,56,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,125,5,34283,,,,,2003,15.783471,-90.230759
Haiti,13,23,0,66,15149,2284,0,0,297,171,1,30,2,0,0,0,0,0,0,258,4,0,13,12,0,39,4,0,19,0,0,3,12,0,1,4,2,132,4,162,27,226,119,5,6,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,30,0,226,0,0,0,0,31,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,197,425,103,20114,,,,,2003,18.971187,-72.285215
Honduras,26,259,10,380,17881,612,0,0,487,1243,2,32,48,0,1,5,0,0,0,438,11,0,9,1,0,27,4,0,85,0,0,4,602,0,1,36,27,151,14,86,22,110,42,26,33,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,103,0,0,1,0,0,0,23,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,95,18,22999,,,,,2003,15.199999,-86.241905
Jamaica,14,131,1,45,20512,154,0,0,257,1105,0,12,0,0,0,4,0,0,0,1236,87,0,10,5,0,71,8,0,391,0,0,2,9488,0,1,187,64,896,156,296,42,276,80,53,46,13,1,0,0,0,0,0,0,0,0,0,0,26,172,3,203,0,148,1,8,0,0,17,19,0,0,0,0,2,0,0,0,0,0,0,0,0,0,193,245,109,36790,,,,,2003,18.109581,-77.297508
Mexico,459,1244,64,6418,19370,8078,836407,0,2148,2995,0,1,388,0,347,717,0,0,0,8593,484,0,110,6,0,541,24,0,2664,0,0,27117,51097,0,39,2241,532,3873,719,874,180,1184,545,2081,2763,188,24,0,0,7,0,0,0,0,0,0,0,279,302,100,6028,3,188,74,115,0,0,1069,332,0,0,0,415,274,0,0,0,0,0,0,0,0,0,8030,7085,13197,1022013,,,,,2003,23.634501,-102.552784
Nicaragua,21,112,7,158,7655,732,0,0,519,815,0,27,7,0,0,0,0,0,0,156,4,0,3,5,0,27,8,0,39,0,0,63,199,0,0,20,18,176,8,34,4,50,28,3,9,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,149,0,0,0,0,0,0,22,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19,52,0,11162,,,,,2003,12.865416,-85.207229
Panama,35,667,5,297,13680,888,0,0,252,333,0,19,118,0,0,0,0,0,0,790,18,0,6,2,0,24,4,0,148,0,0,3,166,0,1,57,31,225,27,55,17,43,8,23,33,8,0,0,0,0,0,0,0,0,0,0,0,10,0,3,24,0,0,14,0,0,0,14,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,5,0,18074,,,,,2003,8.537981,-80.782127
Saint Kitts and Nevis,4,26,0,3,1481,289,0,0,21,16,0,1,0,0,0,0,0,0,0,84,0,0,1,1,0,6,0,0,13,0,0,0,1,0,0,4,0,6,0,4,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1999,,,,,2003,17.357822,-62.782998
Saint Lucia,5,21,0,21,4048,847,0,0,34,80,0,1,0,0,0,0,0,0,0,154,5,0,4,6,0,3,0,0,16,0,0,0,0,0,0,13,0,24,6,9,0,3,0,8,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1,5331,,,,,2003,13.909444,-60.978893
Saint Vincent and the Grenadines,6,19,4,12,2153,326,0,0,52,667,0,0,0,0,0,0,0,0,0,66,5,0,1,1,0,3,1,0,4,0,0,0,2,0,0,4,0,21,1,7,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,2,2,3382,,,,,2003,12.984305,-61.287228
Trinidad and Tobago,24,137,1,62,19585,111,0,0,175,880,1,67,0,0,0,9,0,0,0,994,35,0,7,5,0,111,2,0,254,0,0,0,10,0,3,76,6,163,29,25,4,11,3,49,39,12,0,0,0,0,0,0,0,0,0,0,0,10,1,3,234,0,104,0,1,0,0,19,8,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,16,6,23303,,,,,2003,10.691803,-61.222503
Australia,108,3457,4,84,5394,78,0,0,19,2486,0,64,4,0,31,546,0,0,0,1090,40,0,17,12,0,225,2,0,1627,0,0,111,1124,0,21,772,236,6569,341,227,28,49,6,1363,1239,23,3,0,0,1,0,0,0,0,0,0,1,285,44,52,374,2,21,25,5,0,0,195,69,0,0,0,0,11,0,0,0,0,0,0,0,0,0,2,1,0,28488,,,,,2003,-25.274398,133.775136
Fiji,11,45,1,11,2302,130,0,0,826,123,1,16,1,0,0,0,0,0,0,46,0,0,7,1,0,16,0,0,0,0,0,0,0,0,0,10,0,7,0,11,0,8,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,2,0,3598,,,,,2003,-16.578193,179.414413
Kiribati,0,0,0,5,185,21,0,0,22,533,0,3,0,0,0,0,0,0,0,9,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,782,,,,,2003,-3.370417,-168.734039
Marshall Islands,0,0,0,4,9,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,,,,,2003,7.131474,171.184478
"Micronesia, Federated States of",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,,,,,2003,7.425554,150.550812
Nauru,1,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,,,,,2003,-0.522778,166.931503
New Zealand,15,508,5,182,1698,36,0,0,25,830,0,119,1,0,0,8,0,0,0,349,36,0,12,9,0,82,0,0,434,0,0,273,581,0,2,240,81,2405,122,37,3,9,0,321,254,10,2,0,0,0,0,0,0,0,0,0,0,65,17,11,63,0,18,2,0,0,0,105,17,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,8995,,,,,2003,-40.900557,174.885971
Palau,10,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,,,,,2003,7.51498,134.58252
Papua New Guinea,6,27,0,101,92,94,0,0,57,1,0,27,8,0,0,0,0,0,0,26,1,0,12,5,0,4,0,0,0,0,0,0,1,0,0,0,0,7,2,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,488,,,,,2003,-6.314993,143.95555
Samoa,1,16,0,34,1302,5,0,0,57,43,0,8,0,0,0,0,0,0,0,33,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1575,,,,,2003,-13.759029,-172.104629
Solomon Islands,5,12,0,4,26,9,0,0,7,1,0,10,0,0,0,0,0,0,0,5,4,0,1,7,0,0,0,0,1,0,0,0,0,0,0,2,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,,,,,2003,-9.64571,160.156194
Tonga,3,15,1,7,956,49,0,0,31,8,0,6,0,0,0,0,0,0,0,27,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1187,,,,,2003,-21.178986,-175.198242
Tuvalu,0,5,0,0,10,4,0,0,3,205,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,,,,,2003,-7.109535,177.64933
Vanuatu,0,16,0,0,34,3,0,0,6,0,1,10,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,75,,,,,2003,-15.376706,166.959158
Argentina,123,1228,10,1037,70344,924,0,0,446,832,0,134,3,0,99,255,0,0,0,1350,218,0,51,119,1,416,7,0,1517,0,0,8,378,0,20,1293,221,2818,459,92,6,39,19,982,1378,14,2,0,0,0,0,0,0,0,0,0,0,168,46,111,585,0,62,101,3,0,0,207,123,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,3,0,88256,,,,,2003,-38.416097,-63.616672
Bolivia,83,456,10,61,5950,39,0,0,282,97,2,50,2,0,7,0,0,0,0,405,33,0,25,27,0,193,13,0,101,0,0,0,3,0,0,61,8,265,32,31,5,19,6,27,41,5,0,0,0,1,0,0,0,0,0,0,0,5,0,8,2,0,6,0,0,0,0,26,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,19,3,8443,,,,,2003,-16.290154,-63.588653
Brazil,168,2426,40,3077,17171,51279,0,0,5524,16,2,208,898,0,5,23,0,0,0,7066,559,0,139,128,0,804,49,0,2011,0,0,15,933,0,16,1211,258,7542,755,302,73,54,18,1599,1976,49,7,0,0,0,0,0,0,0,0,0,0,258,59,69,998,0,242,39,16,0,0,368,308,0,0,0,0,4,0,0,0,0,0,0,0,0,0,11,20,2,108795,,,,,2003,-14.235004,-51.92528
Chile,39,1180,9,175,31209,192,0,0,284,1280,0,153,1,0,0,1,0,0,0,866,188,0,45,27,0,204,20,0,259,0,0,60,192,0,5,288,115,1620,236,47,7,9,0,180,321,7,1,0,0,0,0,0,0,0,0,0,0,31,4,17,89,1,10,9,0,0,0,78,27,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,1,39491,,,,,2003,-35.675147,-71.542969
Colombia,113,1835,29,2629,121088,58663,0,0,1316,1005,0,18,1,0,64,185,0,0,0,2501,171,0,66,20,1,390,61,0,1595,0,0,1,128,0,1,1125,141,2567,263,625,210,195,101,665,1118,18,0,0,0,0,0,0,0,0,0,0,0,64,13,56,753,0,65,38,2,0,0,191,54,0,0,0,0,9,0,0,0,0,0,0,0,0,0,76,127,2,200359,,,,,2003,4.570868,-74.297333
Ecuador,257,833,29,336,51828,1389,0,0,626,289,0,54,96,0,0,18,0,0,0,1040,68,0,39,8,0,137,22,0,297,0,0,3,32,0,1,237,61,1028,75,128,28,191,66,109,168,13,0,0,0,1,0,0,0,0,0,0,0,8,0,7,36,0,74,4,0,0,0,45,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,139,166,92,60088,,,,,2003,-1.831239,-78.183406
Guyana,14,57,0,30,6417,236,0,0,292,222,0,27,77,0,0,0,0,0,0,112,7,0,4,6,0,44,1,0,97,0,0,0,1,0,0,138,9,38,6,114,25,64,15,10,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,1,3,0,0,0,5,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,92,68,71,8335,,,,,2003,4.860416,-58.93018
Paraguay,36,275,12,123,3137,24,0,0,101,0,0,118,0,0,9,3,0,0,0,162,6,0,11,18,0,42,10,0,46,0,0,0,0,0,0,24,7,109,7,13,1,7,2,6,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,13,0,0,0,0,0,0,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4357,,,,,2003,-23.442503,-58.443832
Peru,87,691,54,684,49342,283,0,0,1883,1023,0,57,2,0,1,7,0,0,0,1329,141,0,41,32,0,288,104,0,642,0,0,480,182,0,3,457,144,3570,99,243,27,132,48,204,274,9,0,0,0,2,0,0,0,0,0,2,0,28,14,18,101,0,145,23,4,0,0,136,68,0,0,0,0,7,0,0,0,0,0,0,0,0,0,103,146,50,63410,,,,,2003,-9.189967,-75.015152
Suriname,6,79,0,23,725,638,0,0,82,14,0,86,0,0,5,0,0,0,0,27,0,0,5,0,0,9,0,0,9,0,0,0,0,0,0,1,0,6,1,3,3,1,0,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1737,,,,,2003,3.919305,-56.027783
Uruguay,47,423,5,126,7758,736,0,0,67,98,0,59,2,0,1,2,0,0,0,183,40,0,8,23,1,144,10,0,152,0,0,0,38,0,1,141,46,244,49,5,0,1,0,81,123,1,0,0,0,0,0,0,0,0,0,0,0,15,0,4,12,0,0,2,0,0,0,36,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10712,,,,,2003,-32.522779,-55.765835
Venezuela,85,902,8,458,57300,198,0,0,225,344,0,47,6,0,0,27,0,0,0,1931,204,0,49,129,1,197,3,0,1321,0,0,0,395,0,3,1473,52,586,211,94,31,64,16,1122,2036,8,0,0,0,0,0,0,0,0,0,0,0,99,15,69,386,1,6,93,0,0,0,97,43,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,16,4,70366,,,,,2003,6.42375,-66.58973
Algeria,43,243,0,925,795,955,0,0,14,1,0,0,37,0,0,0,0,0,0,48,2,0,74,124,0,100,0,0,36,0,0,0,0,0,0,28,41,131,15,36,0,41,2,11,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,2,3727,,,,,2004,28.033886,1.659626
Angola,66,141,4,710,400,540,0,0,17,27,0,6,19,0,0,0,0,0,0,298,9,0,26,90,0,9,0,0,8,0,0,0,0,0,0,6,21,55,21,1,0,0,0,49,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2645,,,,,2004,-11.202692,17.873887
Benin,12,64,5,9,670,23,0,0,28,0,0,2,1,0,1,0,0,0,0,95,3,0,27,47,0,43,4,0,13,0,0,0,0,0,0,6,11,37,4,2,2,1,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1123,,,,,2004,9.30769,2.315834
Botswana,6,92,3,22,772,35,0,0,5,7,0,0,0,0,0,0,0,0,0,87,7,0,18,23,0,16,1,0,21,0,0,0,0,0,0,3,3,50,9,2,0,3,0,7,1,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1218,,,,,2004,-22.328474,24.684866
Burkina Faso,42,32,3,1,613,362,0,0,1,0,0,41,2,0,0,0,0,0,0,219,8,0,20,91,0,79,3,0,14,0,0,0,1,0,0,14,8,24,1,7,0,4,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,7,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617,,,,,2004,12.238333,-1.561593
Burundi,26,30,2,1,375,11,0,0,54,0,0,11,0,0,0,0,0,0,0,40,0,0,7,44,0,91,1,0,0,0,0,0,0,0,0,0,3,4,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,705,,,,,2004,-3.373056,29.918886
Cameroon,33,160,8,80,4297,1184,0,0,26,6,0,1,0,0,0,9,0,0,0,570,21,0,33,111,0,90,6,0,68,0,0,0,2,0,1,36,5,139,28,39,2,21,9,15,13,1,0,0,0,0,0,0,0,0,0,0,0,3,1,1,5,0,1,0,0,0,0,26,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,17,6,7085,,,,,2004,7.369722,12.354722
Cape Verde,4,30,2,8,1004,145,0,0,4,39,0,15,0,0,0,0,0,0,0,21,0,0,9,22,0,7,1,0,0,0,0,0,0,0,0,0,0,6,2,50,9,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,32,15,1438,,,,,2004,16.002082,-24.013197
Central African Republic,23,11,1,3,60,4,0,0,0,1,0,0,0,0,0,0,0,0,0,16,0,0,9,20,1,13,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,,,,,2004,6.611111,20.939444
Chad,19,87,0,3,216,167,0,0,7,0,0,0,0,0,0,0,0,0,0,87,0,0,14,38,0,18,0,0,4,0,0,0,0,0,0,11,0,20,4,1,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,703,,,,,2004,15.454166,18.732207
Comoros,1,7,0,0,11,2,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,3,46,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,,,,,2004,-11.875001,43.872219
"Congo, Rep. of the (Congo Brazzaville)",73,84,1,17,355,46,0,0,1,0,0,0,0,0,0,0,0,0,0,18,0,0,25,72,0,27,2,0,1,0,0,0,0,0,0,0,0,13,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,741,,,,,2004,-0.228021,15.827659
"Congo, Dem. Rep. of the (Congo Kinshasa)",42,122,0,74,1403,96,0,0,33,2,0,5,0,0,0,1,0,0,0,104,13,0,17,220,0,131,0,0,20,0,0,0,0,0,0,4,3,44,16,8,4,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,2,0,0,0,0,22,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,2412,,,,,2004,-4.038333,21.758664
Cote d'Ivoire,30,45,5,7,1902,77,0,0,15,2,0,0,0,0,0,0,0,0,0,282,11,0,44,75,1,105,9,0,36,0,0,0,0,0,1,19,5,52,12,23,5,14,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,0,2,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,2803,,,,,2004,7.539989,-5.54708
Djibouti,18,36,0,32,138,22,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,8,27,0,7,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,,,,,2004,11.825138,42.590275
Egypt,163,2807,19,149,12040,78,0,0,13,409,0,22,19,0,0,24,0,0,0,278,80,0,41,53,0,137,6,0,293,0,0,1,1,0,1,310,35,776,244,61,6,84,14,85,82,4,0,0,0,0,0,0,0,0,0,0,0,12,10,6,0,0,34,0,2,0,0,96,29,0,0,0,0,10,0,0,0,0,0,0,0,0,0,13,9,6,18562,,,,,2004,26.820553,30.802498
Equatorial Guinea,28,159,8,24,105,12,0,0,0,0,0,1,0,0,0,0,0,0,0,75,0,0,13,48,0,15,1,0,2,0,0,0,0,0,0,0,2,3,2,1,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,506,,,,,2004,1.650801,10.267895
